"","Kingdom","King.conf","Phylum","Phy.conf","Class","Class.conf","Order","Order.conf","family","fam.conf","genus","gen.conf"
"330","Bacteria","100","Firmicutes","100","Erysipelotrichia","100","Erysipelotrichales","100","Erysipelotrichaceae","100","Faecalicoccus","100"
"331","Bacteria","100","Bacteroidetes","100","Bacteroidia","100","Bacteroidales","100","Rikenellaceae","100","Alistipes","100"
"332","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Lachnospiraceae","100","Lachnospiraceae_unclassified","100"
"333","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Lachnospiraceae","100","Lachnospiraceae_unclassified","98"
"334","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Lachnospiraceae","100","Lachnospiraceae_unclassified","100"
"335","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Clostridiaceae_1","100","Clostridium_sensu_stricto","100"
"336","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Lachnospiraceae","100","Lachnospiraceae_unclassified","100"
"337","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Ruminococcaceae","100","Ruminococcaceae_unclassified","100"
"338","Bacteria","100","Bacteroidetes","100","Bacteroidia","100","Bacteroidales","100","Prevotellaceae","100","Prevotella","100"
"339","Bacteria","100","Proteobacteria","100","Proteobacteria_unclassified","94","Proteobacteria_unclassified","94","Proteobacteria_unclassified","94","Proteobacteria_unclassified","94"
"340","Bacteria","100","Proteobacteria","100","Betaproteobacteria","100","Burkholderiales","100","Oxalobacteraceae","100","Oxalobacteraceae_unclassified","100"
"341","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Lachnospiraceae","100","Lachnospiraceae_unclassified","100"
"342","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Lachnospiraceae","100","Lachnospiraceae_unclassified","100"
"343","Bacteria","100","Firmicutes","100","Erysipelotrichia","100","Erysipelotrichales","100","Erysipelotrichaceae","100","Faecalicoccus","100"
"344","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Ruminococcaceae","100","Clostridium_IV","99"
"345","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Clostridiales_unclassified","100","Clostridiales_unclassified","100"
"346","Bacteria","100","Bacteria_unclassified","100","Bacteria_unclassified","100","Bacteria_unclassified","100","Bacteria_unclassified","100","Bacteria_unclassified","100"
"347","Bacteria","100","Bacteroidetes","100","Bacteroidia","100","Bacteroidales","100","Porphyromonadaceae","100","Porphyromonadaceae_unclassified","100"
"348","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Clostridiales_unclassified","100","Clostridiales_unclassified","100"
"349","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Clostridiales_unclassified","100","Clostridiales_unclassified","100"
"350","Bacteria","100","Firmicutes","100","Firmicutes_unclassified","100","Firmicutes_unclassified","100","Firmicutes_unclassified","100","Firmicutes_unclassified","100"
"351","Bacteria","100","Bacteroidetes","100","Bacteroidia","100","Bacteroidales","100","Bacteroidaceae","100","Bacteroides","100"
"352","Bacteria","100","Bacteroidetes","100","Bacteroidia","100","Bacteroidales","100","Bacteroidaceae","100","Bacteroides","100"
"353","Bacteria","100","Firmicutes","100","Bacilli","100","Lactobacillales","100","Lactobacillaceae","100","Lactobacillus","100"
"354","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Clostridiales_unclassified","100","Clostridiales_unclassified","100"
"355","Bacteria","100","Lentisphaerae","100","Lentisphaeria","100","Victivallales","100","Victivallaceae","100","Victivallis","100"
"356","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Peptococcaceae_1","100","Peptococcus","100"
"357","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Ruminococcaceae","100","Ruminococcaceae_unclassified","100"
"358","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Christensenellaceae","80","Christensenella","80"
"359","Bacteria","100","Firmicutes","100","Firmicutes_unclassified","100","Firmicutes_unclassified","100","Firmicutes_unclassified","100","Firmicutes_unclassified","100"
"360","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Lachnospiraceae","100","Lachnospiraceae_unclassified","100"
"361","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Ruminococcaceae","100","Ruminococcaceae_unclassified","100"
"362","Bacteria","100","Proteobacteria","100","Betaproteobacteria","100","Burkholderiales","100","Sutterellaceae","100","Sutterella","100"
