"","Otu0001","Otu0002","Otu0003","Otu0004","Otu0005","Otu0006","Otu0007","Otu0008","Otu0009","Otu0010","Otu0011","Otu0012","Otu0013","Otu0014","Otu0015","Otu0016","Otu0017","Otu0018","Otu0019","Otu0020","Otu0021","Otu0022","Otu0023","Otu0024","Otu0025","Otu0026","Otu0027","Otu0028","Otu0029","Otu0030","Otu0031","Otu0032","Otu0033","Otu0034","Otu0035","Otu0036","Otu0037","Otu0038","Otu0039","Otu0040","Otu0041","Otu0042","Otu0043","Otu0044","Otu0045","Otu0046","Otu0047","Otu0048","Otu0049","Otu0050","Otu0051","Otu0052","Otu0053","Otu0054","Otu0055","Otu0056","Otu0057","Otu0058","Otu0059","Otu0060","Otu0061","Otu0062","Otu0063","Otu0064","Otu0065","Otu0066","Otu0067","Otu0068","Otu0069","Otu0070","Otu0071","Otu0072","Otu0073","Otu0074","Otu0075","Otu0076","Otu0077","Otu0078","Otu0079","Otu0080","Otu0081","Otu0082","Otu0083","Otu0084","Otu0085","Otu0086","Otu0087","Otu0088","Otu0089","Otu0090","Otu0091","Otu0092","Otu0093","Otu0094","Otu0095","Otu0096","Otu0097","Otu0098","Otu0099","Otu0100","Otu0101","Otu0102","Otu0103","Otu0104","Otu0105","Otu0106","Otu0107","Otu0108","Otu0109","Otu0110","Otu0111","Otu0112","Otu0113","Otu0114","Otu0115","Otu0116","Otu0117","Otu0118","Otu0119","Otu0120","Otu0121","Otu0122","Otu0123","Otu0124","Otu0125","Otu0126","Otu0127","Otu0128","Otu0129","Otu0130","Otu0131","Otu0132","Otu0133","Otu0134","Otu0135","Otu0136","Otu0137","Otu0138","Otu0139","Otu0140","Otu0141","Otu0142","Otu0143","Otu0144","Otu0145","Otu0146","Otu0147","Otu0148","Otu0149","Otu0150","Otu0151","Otu0152","Otu0153","Otu0154","Otu0155","Otu0156","Otu0157","Otu0158","Otu0159","Otu0160","Otu0161","Otu0162","Otu0163","Otu0164","Otu0165","Otu0166","Otu0167","Otu0168","Otu0169","Otu0170","Otu0171","Otu0172","Otu0173","Otu0174","Otu0175","Otu0176","Otu0177","Otu0178","Otu0179","Otu0180","Otu0181","Otu0182","Otu0183","Otu0184","Otu0185","Otu0186","Otu0187","Otu0188","Otu0189","Otu0190","Otu0191","Otu0192","Otu0193","Otu0194","Otu0195","Otu0196","Otu0197","Otu0198","Otu0199","Otu0200","Otu0201","Otu0202","Otu0203","Otu0204","Otu0205","Otu0206","Otu0207","Otu0208","Otu0209","Otu0210","Otu0211","Otu0212","Otu0213","Otu0214","Otu0215","Otu0216","Otu0217","Otu0218","Otu0219","Otu0220","Otu0221","Otu0222","Otu0223","Otu0224","Otu0225","Otu0226","Otu0227","Otu0228","Otu0229","Otu0230","Otu0231","Otu0232","Otu0233","Otu0234","Otu0235","Otu0236","Otu0237","Otu0238","Otu0239","Otu0240","Otu0241","Otu0242","Otu0243","Otu0244","Otu0245","Otu0246","Otu0247","Otu0248","Otu0249","Otu0250","Otu0251","Otu0252","Otu0253","Otu0254","Otu0255","Otu0256","Otu0257","Otu0258","Otu0259","Otu0260","Otu0261","Otu0262","Otu0263","Otu0264","Otu0265","Otu0266","Otu0267","Otu0268","Otu0269","Otu0270","Otu0271","Otu0272","Otu0273","Otu0274","Otu0275","Otu0276","Otu0277","Otu0278","Otu0279","Otu0280","Otu0281","Otu0282","Otu0283","Otu0284","Otu0285","Otu0286","Otu0287","Otu0288","Otu0289","Otu0290","Otu0291","Otu0292","Otu0293","Otu0294","Otu0295","Otu0296","Otu0297","Otu0298","Otu0299","Otu0300","Otu0301","Otu0302","Otu0303","Otu0304","Otu0305","Otu0306","Otu0307","Otu0308","Otu0309","Otu0310","Otu0311","Otu0312","Otu0313","Otu0314","Otu0315","Otu0316","Otu0317","Otu0318","Otu0319","Otu0320","Otu0321","Otu0322","Otu0323","Otu0324","Otu0325","Otu0326","Otu0327","Otu0328","Otu0329","Otu0330","Otu0331","Otu0332","Otu0333","Otu0334","Otu0335","Otu0336","Otu0337","Otu0338","Otu0339","Otu0340","Otu0341","Otu0342","Otu0343","Otu0344","Otu0345","Otu0346","Otu0347","Otu0348","Otu0349","Otu0350","Otu0351","Otu0352","Otu0353","Otu0354","Otu0355","Otu0356","Otu0357","Otu0358","Otu0359","Otu0360","Otu0361","Otu0362","Otu0363","Otu0364","Otu0365","Otu0366","Otu0367","Otu0368","Otu0369","Otu0370","Otu0371","Otu0372","Otu0373","Otu0374","Otu0375","Otu0376","Otu0377","Otu0378","Otu0379","Otu0380","Otu0381","Otu0382","Otu0383","Otu0384","Otu0385","Otu0386","Otu0387","Otu0388","Otu0389","Otu0390","Otu0391","Otu0392","Otu0393","Otu0394","Otu0395","Otu0396","Otu0397","Otu0398","Otu0399","Otu0400","Otu0401","Otu0402","Otu0403","Otu0404","Otu0405","Otu0406","Otu0407"
"X261.C.C.6",712,248,136,235,130,554,330,163,134,118,150,74,69,30,86,257,189,24,29,43,20,111,30,14,18,41,34,99,69,110,20,1,10,0,0,0,10,43,5,0,27,28,42,3,12,2,13,12,3,48,10,23,0,7,4,0,109,28,3,17,3,4,4,4,18,7,14,6,2,8,20,0,14,4,2,9,4,11,3,11,4,4,0,12,11,3,19,2,8,7,18,0,1,0,3,0,2,13,0,3,0,6,1,5,19,0,2,0,0,0,1,1,3,0,8,7,3,2,3,2,8,12,8,3,0,1,3,1,42,3,6,4,0,0,0,2,2,0,0,3,1,0,0,1,1,3,1,1,3,4,1,0,0,0,2,0,1,1,0,0,3,1,0,0,0,0,0,3,0,0,1,0,1,0,1,0,2,0,0,0,0,1,0,1,2,0,1,0,3,2,3,0,0,7,0,3,1,0,0,4,0,3,1,0,2,2,0,1,0,0,5,0,2,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,9,0,0,1,0,0,1,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,2,0,0,0,0,1,2,1,0,0,0,2,1,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X261.C.C.9",1043,235,135,68,86,287,356,79,104,354,60,108,124,43,56,129,129,36,220,19,17,82,5,17,19,95,32,67,34,96,18,27,16,58,0,0,20,38,2,4,18,35,18,3,13,31,47,15,20,30,4,30,0,8,4,0,49,27,1,22,3,6,5,32,9,4,6,2,3,12,12,0,7,2,4,13,24,15,17,11,10,8,0,15,5,3,11,6,6,17,18,0,1,5,1,2,0,3,0,2,0,0,1,1,21,0,1,0,0,0,11,2,1,0,4,4,3,1,0,3,11,11,2,0,0,0,2,1,24,2,6,3,12,5,0,0,4,0,0,7,0,0,0,1,0,1,4,7,0,3,4,1,0,0,6,0,1,1,0,0,3,1,0,2,0,0,0,0,1,7,0,0,1,3,3,0,1,0,0,8,0,0,1,0,1,0,1,0,6,2,6,2,0,4,4,2,0,0,1,1,0,0,1,0,1,2,1,0,1,0,2,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,12,0,0,0,1,0,4,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,4,2,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X262.C.C.6",863,611,239,56,66,42,264,51,118,160,137,132,227,21,49,195,160,0,94,70,16,114,37,50,81,27,19,77,0,108,27,1,7,96,0,0,3,35,15,12,38,2,1,0,16,18,2,21,10,50,10,9,3,2,6,11,13,59,29,79,4,4,12,10,14,0,0,6,3,22,30,0,6,8,5,8,5,17,1,12,11,3,0,2,9,9,33,6,3,6,1,0,4,4,5,3,2,10,0,7,0,4,0,7,5,0,7,0,1,2,14,6,7,0,10,6,2,16,2,4,6,2,2,2,2,0,4,2,19,11,4,0,0,0,1,0,1,0,2,4,1,1,2,3,0,4,10,3,1,2,0,2,0,0,6,0,7,3,0,2,2,1,0,2,0,0,3,5,3,3,1,0,1,7,1,0,5,1,2,2,0,1,0,0,1,0,1,1,2,0,2,6,2,6,0,4,2,0,1,1,1,1,4,1,1,1,0,1,2,3,0,0,0,3,2,3,0,0,1,3,0,0,1,0,0,0,8,2,0,0,2,2,1,0,0,0,0,2,0,0,3,0,0,0,1,3,0,0,1,0,0,2,0,1,0,5,0,6,0,0,0,0,1,0,0,4,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X262.C.C.9",592,418,118,32,40,555,231,110,315,220,34,434,4,47,37,312,164,0,98,13,43,37,14,7,7,0,32,213,0,234,0,0,4,0,0,0,8,23,0,1,20,0,0,0,1,89,43,30,22,12,91,10,0,3,10,8,14,43,28,15,9,0,10,3,1,12,0,0,9,1,5,0,8,1,13,2,1,9,3,6,2,7,0,0,6,4,2,9,1,4,70,0,5,1,0,2,5,21,0,0,0,2,1,0,0,0,0,0,0,0,1,2,5,0,10,2,4,28,0,1,0,0,15,0,6,1,0,0,7,2,2,2,2,0,3,0,3,0,1,1,2,4,3,0,1,1,5,0,0,13,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,11,0,2,0,4,1,0,1,3,0,1,0,1,0,2,0,0,0,0,11,1,0,0,0,1,0,1,4,2,3,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,2,0,2,0,3,2,0,2,5,1,0,0,0,0,1,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X263.C.C.6",1005,246,56,137,89,222,294,160,163,211,28,140,63,39,63,411,194,21,166,32,26,74,32,27,15,38,49,77,88,109,20,11,2,0,0,0,8,29,0,4,32,15,20,4,10,9,20,16,22,39,9,18,1,15,4,0,78,31,1,31,1,1,6,8,6,2,31,0,3,4,20,0,10,1,2,4,13,13,4,18,2,17,0,9,2,2,29,4,3,6,11,0,2,2,3,0,0,20,0,1,0,3,4,3,29,0,2,0,0,2,2,1,2,0,12,7,1,2,4,3,7,4,7,2,0,0,4,6,26,3,3,4,3,0,0,0,4,0,0,4,0,0,0,2,2,2,3,3,0,2,5,2,0,0,5,1,5,0,0,1,1,0,0,1,0,0,1,2,0,2,1,1,0,0,4,0,1,0,1,0,0,5,0,0,2,1,1,0,7,0,3,0,0,1,2,4,0,0,0,0,0,0,1,0,3,0,0,1,2,3,7,0,3,0,1,0,0,0,0,2,0,2,0,2,0,0,1,0,1,0,1,5,0,0,1,0,0,0,0,3,3,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,17,0,0,0,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"X263.C.C.9",817,381,102,60,59,567,456,45,113,284,36,343,9,8,24,378,195,47,149,11,52,80,4,49,22,14,26,94,14,140,1,0,4,0,0,0,50,22,3,0,35,1,0,0,7,57,6,8,17,22,8,22,2,5,1,0,40,19,3,17,0,0,10,7,5,4,5,2,4,2,24,0,4,5,1,2,0,13,1,10,1,5,0,0,4,0,17,2,1,2,87,0,0,1,1,0,0,2,0,1,0,2,0,0,1,0,1,0,2,0,3,0,3,0,3,3,0,2,0,0,0,0,3,0,0,2,0,2,9,1,7,4,3,0,0,0,5,0,0,1,0,1,1,1,0,0,4,1,0,2,3,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,3,0,4,1,0,0,1,0,0,3,0,5,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,14,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"X269.M.S.3",905,269,304,67,53,37,251,49,60,132,169,22,3,100,11,20,38,0,94,105,86,73,23,96,44,27,33,39,61,34,50,10,59,95,0,302,46,55,166,24,18,0,14,53,43,5,3,6,18,20,3,37,2,26,65,0,10,16,13,0,24,10,7,45,18,2,5,5,20,17,4,6,2,29,1,32,18,7,43,2,5,8,0,0,2,5,5,3,21,26,0,0,10,1,1,10,1,0,3,17,0,5,2,6,3,0,17,0,3,0,19,8,4,0,2,3,5,1,2,1,8,19,1,6,0,10,0,0,11,6,8,8,5,0,15,11,19,1,0,3,2,8,0,1,0,3,4,7,2,2,10,7,0,0,10,1,7,4,0,5,2,6,0,2,0,0,4,2,2,2,3,3,5,3,3,0,4,0,4,0,6,2,0,5,2,5,2,17,1,3,0,2,1,0,7,0,3,0,1,0,2,2,2,4,3,0,0,3,0,0,0,3,1,8,0,1,0,3,4,0,3,0,5,0,0,0,2,1,23,4,2,1,3,0,4,0,0,0,1,0,1,0,0,0,3,0,0,0,2,1,0,0,0,1,3,0,1,0,2,1,0,0,0,1,0,2,2,0,1,1,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,1,2,0,2,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"X269.M.S.6",620,385,106,95,41,37,111,120,36,8,222,39,0,118,33,15,32,44,16,34,57,19,77,51,72,147,41,16,129,66,222,6,11,76,0,144,26,66,74,3,42,0,124,7,97,21,291,31,5,13,20,18,37,2,23,35,25,23,12,0,2,23,12,19,11,18,8,24,9,4,10,1,12,16,31,25,7,11,44,8,19,5,0,0,3,11,3,2,9,4,0,6,15,6,20,4,35,0,0,21,0,13,52,12,5,1,14,0,4,0,12,1,3,0,6,3,4,6,1,2,10,9,4,2,0,32,0,4,0,6,4,6,15,0,5,10,7,6,14,1,3,7,0,0,4,1,4,8,5,3,2,4,0,1,5,0,1,0,0,4,2,4,0,1,0,0,4,1,3,2,2,0,6,0,4,4,6,0,6,0,27,1,1,11,1,0,5,4,2,2,14,6,1,1,4,3,1,0,0,4,3,0,0,0,5,0,2,3,0,4,0,11,1,1,2,0,8,3,12,1,0,0,10,1,0,0,1,1,0,6,0,0,0,0,2,1,3,0,0,0,1,0,0,2,2,0,0,1,2,2,0,0,0,1,1,1,2,0,3,2,0,0,1,0,4,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,1,0,1,0,0,3,0,1,3,0,1,0,0,2,0,0,0,0,0,0,0,1,2,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"X269.M.S.9",391,275,117,368,26,234,62,47,108,13,205,58,79,33,39,64,30,126,6,103,76,44,115,110,42,128,56,8,60,53,206,7,20,94,0,86,91,54,16,39,52,28,38,70,122,16,39,18,15,21,31,46,29,10,40,9,65,17,7,0,7,56,0,8,18,18,1,12,6,5,19,15,6,16,7,25,6,16,38,3,12,3,0,0,5,8,4,0,16,5,0,1,34,3,17,4,0,0,4,13,0,34,8,14,23,1,6,0,12,0,5,0,4,0,4,9,0,12,3,6,17,5,3,6,0,20,0,0,0,5,2,7,4,0,6,11,19,0,18,4,8,7,6,2,1,1,1,7,2,5,1,2,0,1,3,2,4,1,0,9,4,3,0,0,0,1,1,1,4,0,4,0,1,1,5,0,0,3,1,0,4,0,0,6,0,1,3,0,2,7,3,4,6,1,6,1,2,0,0,2,0,0,2,2,1,0,1,1,1,2,0,14,1,1,2,3,0,2,15,3,1,0,5,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,3,1,0,0,1,0,3,2,0,0,1,0,6,0,1,2,1,0,0,0,4,0,0,0,0,0,0,2,0,1,0,2,0,1,2,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"X270.M.S.3",978,423,32,1156,60,2,18,113,240,161,10,11,96,110,54,1,5,0,71,66,40,14,32,29,85,48,19,7,137,83,15,9,1,71,0,65,13,26,14,0,10,40,13,32,17,20,55,28,16,7,4,14,10,11,2,19,5,12,12,0,23,8,8,6,8,13,41,13,14,15,2,0,1,2,2,0,5,11,19,11,6,8,0,0,4,7,2,7,10,3,0,11,5,2,0,11,1,0,13,11,0,5,6,5,1,0,8,0,11,0,17,4,3,0,1,5,2,2,0,0,2,1,1,4,7,16,0,0,0,5,0,6,1,0,3,6,2,5,11,0,0,5,1,1,2,1,1,2,1,2,1,2,0,0,1,0,19,2,0,0,1,4,0,0,0,8,7,1,0,0,2,2,0,0,6,1,0,0,0,0,16,0,2,1,0,5,2,2,1,1,0,7,0,1,1,1,1,0,0,0,9,2,1,0,1,0,1,3,1,0,0,7,1,2,0,0,0,1,6,0,0,0,1,0,0,0,4,1,0,10,0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,10,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X270.M.S.6",586,366,187,42,34,30,67,101,101,28,269,22,203,67,62,3,21,47,6,74,105,19,31,55,41,150,30,5,205,31,150,61,50,99,0,235,47,52,40,1,10,65,34,1,43,7,73,35,26,9,12,21,4,3,15,18,23,17,11,0,16,11,20,21,17,15,18,12,8,16,8,0,5,12,13,21,5,19,31,8,22,8,0,0,4,10,2,0,35,7,2,3,21,0,21,71,1,0,10,12,0,12,4,4,40,0,19,0,8,1,8,1,7,0,3,1,5,9,22,7,3,3,2,14,0,48,0,10,0,4,4,1,5,0,7,9,16,0,36,4,1,14,2,2,0,5,2,7,1,2,5,5,0,0,10,1,11,3,0,5,5,2,0,0,0,0,7,0,1,2,4,0,2,0,1,5,2,0,3,0,17,1,1,5,0,2,3,1,0,1,12,9,2,1,6,0,5,0,1,1,1,1,3,2,2,0,1,1,0,2,0,14,0,7,3,5,9,2,2,0,3,1,0,0,1,0,0,2,0,9,0,0,0,0,2,0,2,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,2,0,1,4,0,4,1,0,0,0,4,1,5,1,0,2,0,7,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,1,2,1,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,2,0,3,0,1,0,0,0,1,0,0,0,3,1,0,2,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"X270.M.S.9",621,227,136,140,26,34,44,22,64,108,179,63,231,97,17,11,8,193,51,166,104,30,36,83,31,156,35,14,46,6,112,110,64,99,0,365,66,11,11,54,33,56,38,6,17,7,6,19,17,14,43,16,13,5,20,9,19,9,7,0,62,22,14,14,18,20,5,3,6,15,6,18,7,15,4,9,3,14,76,9,33,6,0,0,9,3,0,1,23,2,1,0,45,2,12,32,5,0,3,19,0,19,1,5,13,0,18,0,12,0,8,2,8,0,4,3,2,3,13,6,3,7,3,0,0,32,0,14,1,6,10,1,1,0,5,9,8,0,32,1,5,4,7,3,2,0,3,2,1,4,0,1,0,5,1,10,12,0,0,6,4,5,0,2,0,0,2,1,4,0,3,0,4,0,7,0,6,0,5,0,20,0,3,4,1,2,1,0,0,2,1,5,2,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,42,1,5,3,2,1,2,3,0,4,0,1,0,0,0,0,4,0,2,2,0,2,0,0,2,0,0,0,0,3,0,0,0,3,2,0,0,0,2,0,0,0,4,2,0,1,0,1,1,0,0,0,0,4,0,5,0,1,0,1,0,5,0,2,0,0,3,0,4,0,0,0,0,2,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
"X271.M.S.3",864,350,259,82,87,7,26,114,108,10,78,10,112,61,73,1,8,0,4,156,93,24,24,49,37,159,22,19,26,15,104,115,35,195,0,277,34,40,224,19,24,43,54,34,26,6,19,25,15,13,2,10,3,15,27,0,22,10,3,0,7,24,3,45,26,5,2,6,1,34,4,6,1,28,0,17,11,5,61,10,11,14,0,0,5,6,2,4,29,8,0,0,6,1,4,44,0,0,3,10,0,30,3,9,15,0,26,0,14,0,42,4,8,0,1,7,2,1,11,2,6,16,3,5,0,8,0,1,3,8,2,2,10,0,7,9,3,0,4,3,2,2,1,1,2,2,0,6,3,1,3,6,0,2,13,9,16,3,0,8,4,4,0,0,0,7,2,1,2,3,7,3,1,0,9,0,7,1,5,0,40,0,1,5,0,2,2,5,0,2,2,0,4,1,8,0,1,0,1,6,0,0,3,2,8,0,2,0,1,0,0,4,2,2,4,1,0,6,3,0,2,1,7,0,0,0,2,2,0,0,0,0,1,1,1,0,1,0,0,0,3,1,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,3,1,1,0,1,2,0,0,0,0,0,0,0,0,1,7,0,2,1,0,3,0,0,0,0,0,0,1,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"X272.M.S.3",917,263,103,180,71,13,148,76,156,80,63,9,55,108,122,29,62,0,35,69,136,34,12,16,92,60,28,69,259,66,63,2,23,28,0,21,29,69,41,4,43,22,23,38,23,11,404,9,24,38,2,17,0,5,1,0,9,27,12,0,20,29,4,27,8,32,44,4,10,3,3,1,5,6,17,13,3,4,8,13,16,17,0,0,6,3,2,22,4,17,0,0,2,4,11,10,1,0,92,9,0,3,16,9,9,0,1,0,1,0,4,0,3,0,11,14,3,1,3,6,22,10,7,5,0,7,0,4,10,8,7,16,9,0,1,5,3,5,2,4,5,7,6,2,2,1,0,7,5,3,3,4,0,0,3,3,6,0,0,1,9,0,0,0,0,25,5,2,9,4,1,4,6,3,8,3,1,0,4,0,0,0,2,1,0,1,2,0,5,2,4,0,0,1,2,4,1,0,1,0,6,0,4,2,3,0,2,2,4,0,0,2,0,3,0,0,1,2,0,0,3,0,0,0,1,0,6,1,5,0,0,1,0,0,1,2,0,0,2,0,3,0,0,0,1,1,0,1,1,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,4,1,0,2,1,0,0,0,0,1,0,4,0,21,2,0,0,0,1,0,3,0,0,0,2,0,0,0,1,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
