"","Otu0001","Otu0002","Otu0003","Otu0004","Otu0005","Otu0006","Otu0007","Otu0008","Otu0009","Otu0010","Otu0011","Otu0012","Otu0013","Otu0014","Otu0015","Otu0016","Otu0017","Otu0018","Otu0019","Otu0020","Otu0021","Otu0022","Otu0023","Otu0024","Otu0025","Otu0026","Otu0027","Otu0028","Otu0029","Otu0030","Otu0031","Otu0032","Otu0033","Otu0034","Otu0035","Otu0036","Otu0037","Otu0038","Otu0039","Otu0040","Otu0041","Otu0042","Otu0043","Otu0044","Otu0045","Otu0046","Otu0047","Otu0048","Otu0049","Otu0050","Otu0051","Otu0052","Otu0053","Otu0054","Otu0055","Otu0056","Otu0057","Otu0058","Otu0059","Otu0060","Otu0061","Otu0062","Otu0063","Otu0064","Otu0065","Otu0066","Otu0067","Otu0068","Otu0069","Otu0070","Otu0071","Otu0072","Otu0073","Otu0074","Otu0075","Otu0076","Otu0077","Otu0078","Otu0079","Otu0080","Otu0081","Otu0082","Otu0083","Otu0084","Otu0085","Otu0086","Otu0087","Otu0088","Otu0089","Otu0090","Otu0091","Otu0092","Otu0093","Otu0094","Otu0095","Otu0096","Otu0097","Otu0098","Otu0099","Otu0100","Otu0101","Otu0102","Otu0103","Otu0104","Otu0105","Otu0106","Otu0107","Otu0108","Otu0109","Otu0110","Otu0111","Otu0112","Otu0113","Otu0114","Otu0115","Otu0116","Otu0117","Otu0118","Otu0119","Otu0120","Otu0121","Otu0122","Otu0123","Otu0124","Otu0125","Otu0126","Otu0127","Otu0128","Otu0129","Otu0130","Otu0131","Otu0132","Otu0133","Otu0134","Otu0135","Otu0136","Otu0137","Otu0138","Otu0139","Otu0140","Otu0141","Otu0142","Otu0143","Otu0144","Otu0145","Otu0146","Otu0147","Otu0148","Otu0149","Otu0150","Otu0151","Otu0152","Otu0153","Otu0154","Otu0155","Otu0156","Otu0157","Otu0158","Otu0159","Otu0160","Otu0161","Otu0162","Otu0163","Otu0164","Otu0165","Otu0166","Otu0167","Otu0168","Otu0169","Otu0170","Otu0171","Otu0172","Otu0173","Otu0174","Otu0175","Otu0176","Otu0177","Otu0178","Otu0179","Otu0180","Otu0181","Otu0182","Otu0183","Otu0184","Otu0185","Otu0186","Otu0187","Otu0188","Otu0189","Otu0190","Otu0191","Otu0192","Otu0193","Otu0194","Otu0195","Otu0196","Otu0197","Otu0198","Otu0199","Otu0200","Otu0201","Otu0202","Otu0203","Otu0204","Otu0205","Otu0206","Otu0207","Otu0208","Otu0209","Otu0210","Otu0211","Otu0212","Otu0213","Otu0214","Otu0215","Otu0216","Otu0217","Otu0218","Otu0219","Otu0220","Otu0221","Otu0222","Otu0223","Otu0224","Otu0225","Otu0226","Otu0227","Otu0228","Otu0229","Otu0230","Otu0231","Otu0232","Otu0233","Otu0234","Otu0235","Otu0236","Otu0237","Otu0238","Otu0239","Otu0240","Otu0241","Otu0242","Otu0243","Otu0244","Otu0245","Otu0246","Otu0247","Otu0248","Otu0249","Otu0250","Otu0251","Otu0252","Otu0253","Otu0254","Otu0255","Otu0256","Otu0257","Otu0258","Otu0259","Otu0260","Otu0261","Otu0262","Otu0263","Otu0264","Otu0265","Otu0266","Otu0267","Otu0268","Otu0269","Otu0270","Otu0271","Otu0272","Otu0273","Otu0274","Otu0275","Otu0276","Otu0277","Otu0278","Otu0279","Otu0280","Otu0281","Otu0282","Otu0283","Otu0284","Otu0285","Otu0286","Otu0287","Otu0288","Otu0289","Otu0290","Otu0291","Otu0292","Otu0293","Otu0294","Otu0295","Otu0296","Otu0297","Otu0298","Otu0299","Otu0300","Otu0301","Otu0302","Otu0303","Otu0304","Otu0305","Otu0306","Otu0307","Otu0308","Otu0309","Otu0310","Otu0311","Otu0312","Otu0313","Otu0314","Otu0315","Otu0316","Otu0317","Otu0318","Otu0319","Otu0320","Otu0321","Otu0322","Otu0323","Otu0324","Otu0325","Otu0326","Otu0327","Otu0328","Otu0329","Otu0330","Otu0331","Otu0332","Otu0333","Otu0334","Otu0335","Otu0336","Otu0337","Otu0338","Otu0339","Otu0340","Otu0341","Otu0342","Otu0343","Otu0344","Otu0345","Otu0346","Otu0347","Otu0348","Otu0349","Otu0350","Otu0351","Otu0352","Otu0353","Otu0354","Otu0355","Otu0356","Otu0357","Otu0358","Otu0359","Otu0360","Otu0361","Otu0362","Otu0363","Otu0364","Otu0365","Otu0366","Otu0367","Otu0368","Otu0369","Otu0370","Otu0371","Otu0372","Otu0373","Otu0374","Otu0375","Otu0376","Otu0377","Otu0378","Otu0379","Otu0380","Otu0381","Otu0382","Otu0383","Otu0384","Otu0385","Otu0386","Otu0387","Otu0388","Otu0389","Otu0390","Otu0391","Otu0392","Otu0393","Otu0394","Otu0395","Otu0396","Otu0397","Otu0398","Otu0399","Otu0400","Otu0401","Otu0402","Otu0403","Otu0404","Otu0405","Otu0406","Otu0407"
"X1656.C.S.3",739,535,393,3,159,3,60,191,0,33,0,33,4,180,193,6,37,0,14,0,182,19,43,31,43,41,44,33,0,244,0,0,0,6,0,15,18,27,100,1,3,6,1,470,10,43,64,93,26,11,3,27,30,11,0,0,3,31,54,0,11,16,100,10,10,27,0,15,29,0,7,3,46,5,15,34,8,22,14,19,1,3,1,0,6,17,0,47,12,3,0,138,23,27,0,25,3,21,0,7,0,0,0,13,2,0,8,1,0,0,3,3,0,0,4,0,7,25,0,1,1,0,0,2,0,0,0,2,0,2,0,2,0,0,7,0,1,0,0,3,2,0,0,3,0,0,6,1,4,5,0,1,0,4,0,0,0,6,0,0,1,2,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,9,0,0,5,0,4,5,0,2,0,2,0,0,0,0,2,3,0,3,0,5,3,0,3,0,5,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,1,0,5,0,0,23,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"X1657.M.S.3",835,670,351,30,103,12,25,436,0,36,0,40,58,135,135,19,87,60,7,0,27,56,39,5,120,11,31,16,40,68,3,0,0,28,0,36,2,79,77,146,0,26,2,11,19,70,62,73,14,44,4,11,45,2,7,0,64,61,47,0,21,0,26,5,28,10,1,22,26,0,15,52,61,18,33,14,8,13,25,29,0,8,1,0,3,11,0,33,6,1,0,18,4,13,1,15,5,25,0,4,0,2,4,4,2,0,6,0,3,0,5,1,6,0,12,3,2,16,0,2,2,0,0,3,0,3,0,7,1,1,1,6,4,2,1,0,0,4,7,3,3,0,0,2,0,6,7,2,7,4,0,4,0,8,1,6,0,2,0,1,2,0,0,0,0,0,4,0,1,0,0,0,1,0,2,0,0,0,29,0,0,1,5,0,1,0,1,1,1,3,3,0,17,3,0,1,2,0,0,0,0,0,0,0,2,7,2,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,5,1,0,3,2,0,5,0,0,0,0,7,0,0,0,0,0,29,1,3,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,2,0,2,0,0,1,1,3,0,0,0,1,0,0,4,0,0,0,1,0,5,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
"X1663.C.S.3",1103,149,671,106,66,22,249,95,0,178,18,3,5,82,91,160,263,57,91,10,0,202,3,156,107,8,81,79,0,2,2,14,6,0,164,13,62,22,10,0,35,3,5,1,1,19,0,53,25,49,0,41,1,10,0,0,8,55,63,64,10,4,19,1,0,28,2,1,50,0,24,0,14,2,5,1,1,2,6,31,2,12,0,0,7,4,1,13,0,2,0,0,1,9,8,2,0,12,13,0,0,0,4,0,0,0,0,5,0,0,0,0,3,0,4,3,1,2,0,1,1,4,4,0,13,0,0,2,5,1,0,1,1,1,0,0,0,0,0,18,1,0,0,0,14,2,5,0,0,0,6,0,0,1,0,1,6,0,0,0,2,0,0,9,0,0,0,18,1,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,3,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1,2,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,0,0,0,1,0,2,0,5,0,0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1663.C.S.6",750,758,214,54,121,30,25,258,0,8,116,62,125,27,92,20,89,173,6,35,19,95,16,158,90,55,52,25,7,56,3,94,3,0,68,25,15,82,17,6,21,33,11,40,7,100,0,116,27,58,33,28,2,18,2,0,13,84,69,59,3,2,21,7,4,5,1,7,11,2,52,2,27,3,20,1,1,12,15,20,4,14,0,0,1,6,0,8,0,0,0,0,1,7,8,16,0,58,0,7,0,7,8,5,0,46,1,8,3,29,0,0,24,0,6,7,0,12,18,1,0,3,8,2,2,7,4,0,0,1,6,1,12,0,1,0,0,0,2,3,5,1,0,10,5,0,4,0,4,2,5,0,0,2,0,0,2,1,0,1,2,0,0,1,0,0,0,1,8,0,1,2,0,2,2,0,0,0,0,1,0,1,0,0,0,2,0,1,1,1,6,16,0,1,3,2,5,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,1,0,2,0,1,0,2,1,6,6,0,6,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"X1667.C.S.3",1160,790,114,82,185,97,141,71,0,76,44,15,80,22,99,67,150,0,63,39,2,183,10,93,61,3,223,41,0,69,11,12,1,50,0,0,72,69,14,0,78,37,21,0,1,79,0,23,38,58,6,82,1,3,0,12,19,59,74,0,9,9,6,4,3,6,14,0,15,2,75,1,11,3,9,0,3,7,6,22,3,10,8,0,6,4,10,5,0,0,1,0,0,10,1,5,2,0,1,0,0,5,2,2,1,0,2,0,2,0,1,0,22,0,0,19,2,7,0,2,0,1,1,2,4,0,0,0,1,3,2,3,1,0,0,0,0,4,0,5,0,0,2,0,0,0,16,0,0,1,19,1,0,0,2,0,0,0,0,12,0,2,0,3,0,0,1,4,0,0,0,2,0,9,1,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,2,0,0,0,2,1,0,0,3,0,1,0,0,3,2,0,2,0,5,1,0,0,0,0,0,0,0,0,3,0,1,0,2,1,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"X1667.C.S.6",1000,523,176,51,381,55,24,125,0,16,95,249,10,2,287,9,139,8,12,61,52,81,20,79,64,57,90,32,1,13,16,39,5,12,0,0,138,52,49,6,141,1,63,48,4,48,0,42,58,15,15,50,18,1,0,0,31,30,24,0,0,5,2,4,4,15,0,2,18,0,51,3,15,7,20,0,1,11,17,26,2,10,28,0,7,4,0,2,5,0,0,0,2,5,21,2,10,0,1,0,0,30,2,0,0,0,0,12,6,0,0,1,19,0,4,18,1,8,0,17,0,0,2,2,15,0,1,0,0,0,3,0,34,0,0,0,0,2,0,10,2,0,5,6,6,1,3,1,0,3,2,2,0,2,0,0,3,1,0,15,0,1,0,3,0,0,0,7,1,0,4,14,0,7,6,5,0,1,0,0,0,2,0,1,0,4,0,0,0,0,5,2,0,2,0,0,2,0,2,1,1,0,0,1,2,0,0,2,5,0,0,0,6,0,2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,19,2,0,0,4,3,1,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"X1669.C.S.3",821,557,93,48,59,5,60,153,0,30,339,43,144,112,66,7,55,0,19,57,65,74,66,27,77,28,80,46,0,33,43,95,66,123,0,0,51,26,37,93,47,40,40,3,16,74,0,4,45,32,8,73,1,18,0,110,35,60,46,0,5,8,2,27,20,6,0,20,33,9,37,36,16,22,12,32,8,9,20,16,6,15,0,0,2,8,4,7,4,8,0,0,0,6,1,29,8,0,1,5,0,5,7,14,8,0,18,0,14,2,3,1,2,0,4,11,3,16,0,11,0,20,1,2,5,14,0,0,5,7,8,2,0,0,1,0,0,57,3,2,3,0,0,1,15,7,4,0,6,0,9,2,0,1,4,0,5,0,0,9,0,1,0,3,0,0,0,7,1,0,5,0,1,2,4,2,1,1,19,0,0,4,0,1,1,0,3,17,2,0,3,0,0,1,0,3,2,0,2,4,0,0,1,0,5,1,0,3,2,1,0,0,2,2,1,0,0,0,0,0,0,1,0,3,2,0,0,18,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,2,1,10,0,0,4,2,0,0,0,0,0,1,5,4,2,0,0,0,0,4,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1669.C.S.6",1282,16,128,45,168,27,37,168,0,18,134,122,1,62,335,14,187,67,22,76,26,60,45,148,121,20,83,37,1,3,10,30,0,2,0,3,180,47,47,7,153,0,22,32,8,25,0,27,93,12,15,35,19,39,16,26,52,22,50,0,28,5,2,8,13,26,0,10,40,4,37,1,15,11,5,0,3,6,19,22,2,13,60,6,41,16,3,6,1,0,0,0,2,25,3,4,20,0,1,1,0,16,46,2,0,0,1,8,4,0,0,1,20,0,13,41,1,3,0,0,0,1,8,3,1,7,5,0,0,5,8,2,4,3,1,0,0,1,1,22,2,0,6,10,2,2,7,1,2,4,7,1,0,0,0,0,2,0,0,5,0,1,0,4,0,0,0,3,0,0,2,2,3,0,3,2,0,0,0,1,0,0,0,2,0,10,0,1,1,1,3,14,0,0,4,6,2,0,2,1,0,1,1,0,0,1,0,1,2,0,1,0,3,1,0,0,0,0,0,1,0,1,0,0,2,0,0,12,0,0,0,0,1,0,0,10,0,0,5,0,1,2,1,0,0,0,4,1,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"X1670.C.S.3",1167,703,318,10,166,1,36,59,0,40,148,26,241,28,110,6,89,0,29,99,17,52,13,80,109,10,114,5,0,9,34,80,1,96,0,5,77,22,66,1,73,74,4,8,11,55,0,25,64,25,1,46,0,7,0,5,18,52,76,0,7,9,7,7,13,10,4,13,22,13,34,1,10,6,11,5,8,15,13,39,6,5,6,0,6,14,6,5,7,0,0,0,1,18,0,25,6,0,0,0,0,31,4,10,1,0,6,0,1,0,4,1,13,0,3,6,2,13,0,0,1,4,0,1,3,1,1,4,0,9,7,3,0,0,0,0,0,3,2,1,1,0,7,1,0,3,7,1,6,0,11,1,0,2,1,0,5,1,0,40,0,1,0,1,0,0,0,2,0,2,1,1,0,14,3,0,0,0,0,0,0,0,0,6,0,0,1,8,1,0,1,0,0,1,2,0,2,0,2,0,0,2,1,1,0,0,2,4,1,1,0,0,2,0,4,0,0,1,0,2,0,1,0,0,2,0,0,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,2,1,0,3,2,0,1,0,0,0,1,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1670.C.S.6",846,2,427,20,51,0,10,50,0,12,316,122,0,109,196,11,47,21,6,133,156,9,67,141,62,64,53,22,0,0,60,149,25,15,0,0,98,67,101,82,98,1,18,70,15,49,0,16,63,3,17,28,31,21,0,15,31,18,40,0,74,3,8,15,43,62,4,15,37,36,36,22,23,18,2,11,7,8,16,18,5,9,16,0,32,39,1,4,6,0,0,0,11,13,15,11,7,0,0,5,0,20,25,8,5,0,0,1,3,0,2,0,18,0,4,28,1,19,0,3,1,5,6,21,2,14,2,4,0,4,2,2,0,0,0,0,0,0,9,18,16,0,8,21,5,6,4,0,0,3,0,3,0,1,5,0,34,5,0,12,0,3,0,3,0,0,2,2,1,0,13,0,1,3,6,0,0,4,2,1,0,3,2,8,3,1,3,6,0,0,4,3,0,1,10,0,0,0,2,2,0,1,1,1,0,0,0,1,2,1,0,0,30,2,11,0,0,6,0,2,0,2,0,0,0,0,0,8,0,0,0,0,7,4,0,3,0,0,1,0,4,0,0,6,1,0,10,0,0,2,2,0,0,0,1,3,6,1,0,0,1,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"X1671.M.S.3",875,362,124,8,112,26,26,26,0,14,359,123,18,63,4,31,117,8,10,74,74,118,57,81,74,43,156,57,9,1,28,126,21,149,0,145,65,42,46,207,57,9,16,3,14,27,0,9,42,44,7,18,41,11,0,75,24,13,37,0,0,9,8,25,40,13,1,34,24,21,48,68,2,25,2,8,3,9,6,30,9,8,1,0,11,14,13,1,12,6,0,10,0,8,1,2,2,0,0,3,0,18,4,9,0,0,3,0,15,0,1,0,23,36,17,18,3,12,0,3,1,2,1,5,2,17,14,3,2,7,7,3,0,1,0,0,0,0,1,8,11,1,8,5,35,4,4,1,8,4,3,6,0,2,4,0,4,1,0,6,2,5,0,2,0,0,4,6,0,0,1,0,1,1,8,0,3,1,6,0,0,3,1,5,5,0,0,1,1,0,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,3,0,2,6,0,3,0,1,0,2,1,1,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,7,0,0,0,2,1,3,0,3,0,10,1,9,1,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"X1671.M.S.6",385,190,214,6,91,98,6,21,0,5,441,201,63,19,38,30,103,7,3,185,65,83,169,176,65,45,131,16,2,9,49,19,68,84,0,4,133,36,54,66,45,35,29,126,21,9,0,20,22,46,23,26,41,22,0,61,26,8,68,0,20,10,12,31,57,11,2,52,26,20,41,27,2,17,5,18,6,11,9,11,6,5,0,0,23,37,3,0,20,0,0,0,8,4,4,3,5,0,0,12,0,60,19,27,2,0,2,39,16,0,7,0,13,91,8,13,9,4,44,1,2,9,2,14,0,4,21,0,0,2,12,0,0,1,1,3,0,10,1,4,8,2,6,3,24,10,6,2,1,8,13,15,0,1,6,3,13,1,0,2,1,7,0,7,0,0,4,0,0,3,2,0,9,0,0,0,4,2,1,0,0,3,3,3,4,0,2,1,1,1,5,0,0,0,15,0,0,0,3,1,2,3,0,0,2,1,0,0,2,4,0,0,4,1,3,3,0,3,0,1,0,0,0,0,0,0,0,15,1,0,0,0,2,1,0,1,0,0,0,0,1,2,0,0,5,0,5,0,0,0,15,1,0,2,0,0,0,0,2,0,0,0,0,1,1,0,2,1,4,2,1,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,1,1,0,0,0,0,2,0,0,2,0,2,0,0,1,0,2,0,2,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"X1674.M.S.3",1301,435,232,28,107,78,71,45,0,53,269,20,51,9,59,36,184,2,32,15,1,120,11,146,96,52,121,46,15,4,16,74,36,34,0,68,23,82,18,74,40,14,14,4,14,51,0,24,22,65,4,76,6,9,0,69,17,27,30,0,2,66,11,23,19,7,3,12,4,11,55,26,5,10,10,7,6,11,9,24,4,7,0,0,8,6,23,4,13,3,0,0,0,9,0,8,5,0,0,1,0,6,0,7,4,0,5,0,10,1,0,0,18,1,17,3,5,11,0,1,1,8,2,10,0,1,1,1,5,1,7,4,0,0,5,0,0,0,2,4,1,2,0,0,3,1,8,3,0,3,19,1,0,0,5,0,1,0,0,0,0,3,0,2,0,0,2,17,1,0,2,0,4,2,0,4,0,0,1,0,0,0,6,0,2,0,2,3,3,0,2,6,0,3,2,4,1,0,0,0,0,3,0,2,2,3,0,1,2,0,2,0,0,1,0,2,0,3,0,2,0,3,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,1,0,29,0,0,0,0,0,0,1,0,0,2,3,1,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
