"","Otu0001","Otu0002","Otu0003","Otu0004","Otu0005","Otu0006","Otu0007","Otu0008","Otu0009","Otu0010","Otu0011","Otu0012","Otu0013","Otu0014","Otu0015","Otu0016","Otu0017","Otu0018","Otu0019","Otu0020","Otu0021","Otu0022","Otu0023","Otu0024","Otu0025","Otu0026","Otu0027","Otu0028","Otu0029","Otu0030","Otu0031","Otu0032","Otu0033","Otu0034","Otu0035","Otu0036","Otu0037","Otu0038","Otu0039","Otu0040","Otu0041","Otu0042","Otu0043","Otu0044","Otu0045","Otu0046","Otu0047","Otu0048","Otu0049","Otu0050","Otu0051","Otu0052","Otu0053","Otu0054","Otu0055","Otu0056","Otu0057","Otu0058","Otu0059","Otu0060","Otu0061","Otu0062","Otu0063","Otu0064","Otu0065","Otu0066","Otu0067","Otu0068","Otu0069","Otu0070","Otu0071","Otu0072","Otu0073","Otu0074","Otu0075","Otu0076","Otu0077","Otu0078","Otu0079","Otu0080","Otu0081","Otu0082","Otu0083","Otu0084","Otu0085","Otu0086","Otu0087","Otu0088","Otu0089","Otu0090","Otu0091","Otu0092","Otu0093","Otu0094","Otu0095","Otu0096","Otu0097","Otu0098","Otu0099","Otu0100","Otu0101","Otu0102","Otu0103","Otu0104","Otu0105","Otu0106","Otu0107","Otu0108","Otu0109","Otu0110","Otu0111","Otu0112","Otu0113","Otu0114","Otu0115","Otu0116","Otu0117","Otu0118","Otu0119","Otu0120","Otu0121","Otu0122","Otu0123","Otu0124","Otu0125","Otu0126","Otu0127","Otu0128","Otu0129","Otu0130","Otu0131","Otu0132","Otu0133","Otu0134","Otu0135","Otu0136","Otu0137","Otu0138","Otu0139","Otu0140","Otu0141","Otu0142","Otu0143","Otu0144","Otu0145","Otu0146","Otu0147","Otu0148","Otu0149","Otu0150","Otu0151","Otu0152","Otu0153","Otu0154","Otu0155","Otu0156","Otu0157","Otu0158","Otu0159","Otu0160","Otu0161","Otu0162","Otu0163","Otu0164","Otu0165","Otu0166","Otu0167","Otu0168","Otu0169","Otu0170","Otu0171","Otu0172","Otu0173","Otu0174","Otu0175","Otu0176","Otu0177","Otu0178","Otu0179","Otu0180","Otu0181","Otu0182","Otu0183","Otu0184","Otu0185","Otu0186","Otu0187","Otu0188","Otu0189","Otu0190","Otu0191","Otu0192","Otu0193","Otu0194","Otu0195","Otu0196","Otu0197","Otu0198","Otu0199","Otu0200","Otu0201","Otu0202","Otu0203","Otu0204","Otu0205","Otu0206","Otu0207","Otu0208","Otu0209","Otu0210","Otu0211","Otu0212","Otu0213","Otu0214","Otu0215","Otu0216","Otu0217","Otu0218","Otu0219","Otu0220","Otu0221","Otu0222","Otu0223","Otu0224","Otu0225","Otu0226","Otu0227","Otu0228","Otu0229","Otu0230","Otu0231","Otu0232","Otu0233","Otu0234","Otu0235","Otu0236","Otu0237","Otu0238","Otu0239","Otu0240","Otu0241","Otu0242","Otu0243","Otu0244","Otu0245","Otu0246","Otu0247","Otu0248","Otu0249","Otu0250","Otu0251","Otu0252","Otu0253","Otu0254","Otu0255","Otu0256","Otu0257","Otu0258","Otu0259","Otu0260","Otu0261","Otu0262","Otu0263","Otu0264","Otu0265","Otu0266","Otu0267","Otu0268","Otu0269","Otu0270","Otu0271","Otu0272","Otu0273","Otu0274","Otu0275","Otu0276","Otu0277","Otu0278","Otu0279","Otu0280","Otu0281","Otu0282","Otu0283","Otu0284","Otu0285","Otu0286","Otu0287","Otu0288","Otu0289","Otu0290","Otu0291","Otu0292","Otu0293","Otu0294","Otu0295","Otu0296","Otu0297","Otu0298","Otu0299","Otu0300","Otu0301","Otu0302","Otu0303","Otu0304","Otu0305","Otu0306","Otu0307","Otu0308","Otu0309","Otu0310","Otu0311","Otu0312","Otu0313","Otu0314","Otu0315","Otu0316","Otu0317","Otu0318","Otu0319","Otu0320","Otu0321","Otu0322","Otu0323","Otu0324","Otu0325","Otu0326","Otu0327","Otu0328","Otu0329","Otu0330","Otu0331","Otu0332","Otu0333","Otu0334","Otu0335","Otu0336","Otu0337","Otu0338","Otu0339","Otu0340","Otu0341","Otu0342","Otu0343","Otu0344","Otu0345","Otu0346","Otu0347","Otu0348","Otu0349","Otu0350","Otu0351","Otu0352","Otu0353","Otu0354","Otu0355","Otu0356","Otu0357","Otu0358","Otu0359","Otu0360","Otu0361","Otu0362","Otu0363","Otu0364","Otu0365","Otu0366","Otu0367","Otu0368","Otu0369","Otu0370","Otu0371","Otu0372","Otu0373","Otu0374","Otu0375","Otu0376","Otu0377","Otu0378","Otu0379","Otu0380","Otu0381","Otu0382","Otu0383","Otu0384","Otu0385","Otu0386","Otu0387","Otu0388","Otu0389","Otu0390","Otu0391","Otu0392","Otu0393"
"FD032",3725,1338,1118,598,4,47,0,440,2,141,0,102,37,0,0,216,353,3,40,18,0,59,94,0,0,5,0,27,2,0,1,0,6,0,0,0,45,0,0,32,1,1,127,26,25,34,12,107,144,9,0,0,0,1,2,0,2,6,0,2,8,3,0,0,0,12,0,0,0,0,0,2,0,0,0,4,3,0,0,0,0,0,32,4,223,0,0,0,0,0,22,176,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,20,21,2,0,0,0,0,0,11,0,4,0,0,1,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,2,0,2,0,1,0,33,0,0,0,0,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,79,5,0,0,0,0,0,0,7,0,1,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FD034",2010,1136,1045,772,69,90,30,8,219,424,58,402,85,55,11,122,261,185,13,40,15,122,52,0,62,112,510,26,0,34,38,161,15,0,0,0,2,0,0,0,0,34,0,0,171,1,18,0,0,5,0,0,1,3,0,0,2,1,26,13,17,0,120,0,0,5,0,0,0,0,117,0,0,0,83,424,3,6,52,20,26,0,0,1,27,2,3,37,0,20,9,0,0,0,14,4,1,0,6,2,0,13,0,0,0,17,2,0,21,0,0,3,10,48,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,12,0,0,9,0,0,0,0,0,0,6,0,4,21,0,6,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,2,0,0,0,0,7,0,0,0,1,0,0,0,0,0,5,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,2,26,1,3,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,40,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,0,1,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,8,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,9,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FD035",1697,347,1154,838,44,68,13,353,320,30,139,379,52,58,139,188,277,108,37,47,14,103,81,0,7,83,50,36,0,13,13,67,2,0,30,0,3,0,0,61,125,5,82,0,3,0,31,5,4,17,2,0,0,1,0,0,0,0,12,5,4,1,1,0,0,10,0,4,0,0,23,2,12,0,64,11,0,56,76,197,39,0,0,0,65,0,28,42,0,17,17,0,0,0,22,1,133,0,17,11,0,15,0,0,0,3,0,17,23,0,6,4,10,3,0,0,0,339,0,0,0,19,0,0,0,21,0,0,0,80,0,0,81,0,0,17,0,0,12,0,0,0,6,0,0,16,0,0,16,0,0,0,0,0,1,42,0,6,0,0,133,0,0,0,3,0,1,0,101,0,56,0,11,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,126,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,3,4,1,1,4,0,0,0,7,0,1,109,0,1,0,0,0,0,0,0,0,1,13,289,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,3,0,1,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,86,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FD036",4688,0,0,1,0,1622,0,0,0,0,0,0,2068,0,0,0,0,876,0,0,264,0,0,0,0,0,0,0,0,1,0,0,156,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FD037",2,3,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,0,0,2,0,0,0,0,0,0,0,1287,0,0,544,0,0,0,0,0,0,0,0,0,106,0,0,14,2183,0,0,1740,0,0,0,0,578,0,0,0,0,0,0,0,0,0,595,0,0,0,8,0,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,258,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,1,45,0,0,0,7,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FD038",778,400,1050,276,136,6,515,801,10,357,0,132,30,237,38,58,300,18,29,38,1,18,26,0,23,17,181,158,0,1,15,0,0,69,8,228,2,0,0,8,101,10,54,0,0,0,7,17,46,3,14,0,0,19,10,0,0,589,3,3,0,7,0,0,0,15,0,0,23,0,0,0,1,0,49,7,0,0,10,4,63,0,0,0,13,11,3,70,8,3,1,16,0,0,45,0,6,0,0,28,4,0,7,0,0,19,0,200,0,0,118,5,6,0,40,0,0,64,10,0,27,1,1,430,0,4,0,0,0,0,0,0,0,0,0,91,0,13,12,0,0,0,11,0,0,0,0,0,0,0,0,0,14,0,3,0,6,1,0,0,1,0,7,0,0,0,7,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,176,0,0,0,49,0,0,0,32,0,11,0,1,10,0,50,11,0,0,2,8,0,0,0,0,0,0,0,1,145,0,0,0,0,0,0,0,2,3,9,0,0,0,2,0,0,0,1,8,0,0,0,0,20,0,34,4,7,0,0,0,0,3,0,50,0,0,0,0,0,17,4,0,0,0,0,20,0,1,0,3,0,73,0,0,0,0,34,1,30,4,0,0,3,0,0,4,0,0,0,57,1,0,0,0,6,8,97,0,0,0,5,0,0,0,0,2,0,0,0,0,2,0,6,3,0,0,1,14,0,0,0,0,0,10,21,0,6,12,2,0,1,0,8,0,76,0,24,2,0,1,0,0,0,0,60,0,8,5,0,1,0,1,0,0,6,3,7,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,61,0,0,1,0,0,9,0,0,0,0,0,49,0,0,0,0,22,0,0,0,0,0,46,0,0
"FD039",1086,515,1467,14,130,5,1171,1,2,48,0,64,3,226,421,230,786,0,6,0,0,1,0,0,37,5,10,384,0,393,134,2,1,0,0,5,15,0,0,0,0,67,32,0,0,0,15,67,7,1,0,0,1,34,316,0,0,0,0,3,25,14,0,0,0,22,0,31,5,0,0,13,2,0,13,0,3,0,0,0,0,40,0,0,0,63,1,49,540,0,0,0,5,78,0,6,0,0,0,0,0,0,3,0,0,8,71,238,1,0,4,5,4,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,12,27,0,0,0,9,4,0,0,0,0,1,0,0,0,9,0,22,0,0,0,0,0,0,0,13,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,31,0,0,0,11,2,0,0,0,2,0,0,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,0,65,0,0,0,0,0,18,7,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,34,0,82,1,0,6,0,0,2,2,0,0,0,80,0,0,0,1,7,0,0,0,3,125,0,0,0,0,0,0,0,4,0,0,0,0,4,0,1,0,0,0,0,0,8,0,33,40,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,8,7,3,0,0,0,0,6,0,1,3,0,0,0,9,0,3,7,0,0,0,0,0,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,46,0,4,0,0,0,0,1,0
"FD040",49,2544,593,554,1151,467,706,1,68,33,1,9,462,50,0,225,10,578,419,219,20,0,371,0,21,11,0,1,0,0,0,297,19,0,7,22,3,0,418,12,0,3,32,0,0,0,0,0,25,22,5,0,1,3,0,0,0,0,5,153,7,8,0,0,0,45,1,0,0,0,0,1,0,0,11,0,0,1,0,21,12,0,0,34,0,7,0,3,0,2,36,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FD041",1313,1440,890,474,127,314,184,184,550,139,0,376,123,59,36,310,1,186,42,98,47,18,180,0,139,35,0,92,0,23,54,309,0,0,31,58,28,1,391,10,14,82,190,0,20,28,63,38,20,6,13,0,5,0,0,0,5,0,141,13,16,1,0,8,0,0,31,0,0,0,0,0,7,0,0,43,9,39,40,0,5,47,0,1,37,4,3,0,0,15,95,0,4,0,11,6,0,0,7,8,64,23,0,0,0,5,0,0,2,1,0,2,7,22,15,7,0,0,3,0,0,6,3,0,0,0,4,0,0,32,0,4,17,0,0,0,0,0,6,0,0,0,31,0,0,3,1,1,22,0,1,0,7,0,2,23,13,9,0,0,9,0,1,0,0,0,0,0,9,0,2,0,0,20,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,2,3,0,0,0,0,8,3,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,8,0,6,0,3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,28,1,0,0,5,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FD043",1296,799,749,795,156,471,0,0,52,345,0,0,74,158,815,562,105,217,70,126,12,155,298,0,0,475,218,83,0,3,0,0,3,0,0,117,19,0,0,13,66,15,36,0,0,0,90,0,2,19,0,0,0,3,0,0,0,0,0,20,119,10,0,0,0,26,0,0,0,0,0,1,0,0,49,4,2,33,124,0,0,114,0,15,0,0,0,53,0,0,97,0,3,0,0,50,42,3,0,15,0,14,0,0,0,0,3,0,52,90,0,15,23,0,0,0,0,0,7,0,0,0,4,0,5,35,0,0,0,0,0,0,38,0,0,0,0,0,26,0,0,0,0,0,0,6,0,0,27,0,0,0,6,0,2,0,0,5,33,0,0,0,8,0,6,0,4,0,0,0,16,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,6,0,0,0,0,0,0,0,0,0,8,0,0,1,4,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,129,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"FD044",500,533,678,237,326,533,41,343,1132,242,0,0,40,414,225,281,120,337,134,383,31,166,232,0,0,631,144,146,1,22,0,64,4,0,0,103,6,0,0,4,9,0,6,0,0,0,188,0,2,3,0,0,81,5,0,0,0,0,0,15,110,34,0,0,0,7,0,0,0,0,0,0,1,0,10,21,75,38,25,0,0,125,0,6,0,0,0,59,0,0,7,0,31,0,0,81,18,8,0,48,0,13,0,0,1,1,0,0,11,87,0,22,9,0,0,0,0,0,18,0,0,0,2,0,5,1,0,0,0,0,142,0,12,0,0,0,0,0,43,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,2,7,0,1,0,0,19,0,13,0,38,0,2,0,0,3,11,0,2,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,42,2,0,0,0,0,0,0,3,0,0,31,0,56,3,23,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,15,3,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FD045",1037,217,577,728,46,106,238,184,360,486,115,210,57,0,453,0,161,77,16,80,43,49,126,0,0,114,101,78,0,41,515,18,1,0,2,0,0,1,0,10,145,10,64,0,7,0,66,27,2,7,4,0,0,0,127,0,0,309,48,2,7,4,0,0,0,2,36,0,0,403,0,2,4,0,14,20,0,21,45,15,3,21,12,0,33,0,9,0,0,7,6,82,0,0,59,26,49,0,34,22,0,0,0,209,0,60,2,0,10,5,12,7,9,16,28,67,237,0,0,0,48,27,7,0,0,26,14,0,0,0,0,1,33,0,0,45,0,0,12,0,0,0,36,1,0,5,0,1,4,0,0,0,4,0,1,12,3,9,0,0,62,27,0,0,3,0,6,0,28,0,57,5,0,94,1,8,5,0,3,0,0,0,0,0,0,0,5,0,8,3,0,0,7,124,0,75,2,0,7,0,0,0,19,0,0,2,0,32,0,0,6,0,0,1,0,0,0,1,1,1,1,2,0,31,0,1,0,0,0,3,2,0,0,6,0,0,0,62,0,4,0,1,0,3,7,0,0,0,0,0,1,0,1,2,13,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,1,0,4,0,2,25,0,0,0,7,9,0,0,0,0,2,0,31,0,0,0,0,0,0,0,3,5,0,0,0,0,7,1,0,0,0,0,0,0,0,13,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,4,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0
"FD046",3329,1371,1353,514,118,341,5,2,278,367,0,313,129,21,111,108,116,28,41,28,2,6,0,0,0,33,0,120,6,9,0,0,16,0,2,240,13,0,0,25,0,36,1,0,0,42,0,0,220,23,0,0,36,2,0,1,5,0,34,14,18,12,0,0,0,0,0,1,0,0,0,0,0,0,135,0,9,6,0,0,0,0,0,2,0,0,0,14,3,0,18,0,0,0,1,0,0,3,22,0,0,0,0,0,0,3,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,15,3,8,0,0,2,3,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"FD047",779,199,105,404,156,94,15,6,340,39,0,190,46,19,0,128,106,77,93,44,0,8,43,245,0,23,11,10,3953,11,3,3,3,0,107,48,2,0,0,1,69,0,47,0,0,0,31,18,1,18,24,0,0,0,0,254,39,0,0,3,0,0,0,0,0,17,34,0,0,0,21,0,6,0,46,46,0,5,27,268,2,12,0,0,0,8,31,0,59,6,49,0,0,0,3,3,0,0,5,0,0,0,0,0,1,6,0,0,39,10,0,3,4,8,32,9,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,979,0,0,0,0,0,8,0,0,23,0,0,0,0,0,0,23,1,6,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,7,0,5,0,1,0,40,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
